doi,title,authors
10.1088/0256-307x/32/10/107401,New Superconductivity Dome in LaFeAsO 1− x F x Accompanied by Structural Transition,"Jie Yang, Rui Zhou, Lin-Lin Wei, Huai-Xin Yang, Jian-Qi Li, Zhong-Xian Zhao, Guo-Qing Zheng"
10.1088/0256-307x/32/11/117402,Electronic Structure Properties in the Nematic Phases of FeSe,"Yi Liang, Xian-Xin Wu, Jiang-Ping Hu"
10.1088/0256-307x/32/5/057401,"Magnetism in Quasi-One-Dimensional A 2 Cr 3 As 3 (A=K,Rb) Superconductors","Xian-Xin Wu, Cong-Cong Le, Jing Yuan, Heng Fan, Jiang-Ping Hu"
10.1088/0256-307x/32/6/067303,Identification of Topological Surface State in PdTe 2 Superconductor by Angle-Resolved Photoemission Spectroscopy,"Yan Liu, Jian-Zhou Zhao, Li Yu, Cheng-Tian Lin, Ai-Ji Liang, Cheng Hu, Ying Ding, Yu Xu, Shao-Long He, Lin Zhao, Guo-Dong Liu, Xiao-Li Dong, Jun Zhang, Chuang-Tian Chen, Zu-Yan Xu, Hong-Ming Weng, Xi Dai, Zhong Fang, Xing-Jiang Zhou"
10.1088/0256-307x/32/6/067402,Possible p-Wave Superconductivity in Epitaxial Bi/Ni Bilayers,"Xin-Xin Gong, He-Xin Zhou, Peng-Chao Xu, Di Yue, Kai Zhu, Xiao-Feng Jin, He Tian, Ge-Jian Zhao, Ting-Yong Chen"
10.1088/0256-307x/33/12/127402,Possible Nodeless Superconducting Gaps in Bi 2 Sr 2 CaCu 2 O 8+δ and YBa 2 Cu 3 O 7− x Revealed by Cross-Sectional Scanning Tunneling Spectroscopy,"Ming-Qiang Ren, Ya-Jun Yan, Tong Zhang, Dong-Lai Feng"
10.1088/0256-307x/33/6/067401,Tip-Pressure-Induced Incoherent Energy Gap in CaFe 2 As 2,"Jia-Xin Yin, Ji-Hui Wang, Zheng Wu, Ang Li, Xue-Jin Liang, Han-Qing Mao, Gen-Fu Chen, Bing Lv, Ching-Wu Chu, Hong Ding, Shu-Heng Pan"
10.1088/0256-307x/34/7/077401,Revisiting the Electron-Doped SmFeAsO: Enhanced Superconductivity up to 58.6 K by Th and F Codoping,"Xiao-Chuan Wang, Jia Yu, Bin-Bin Ruan, Bo-Jin Pan, Qing-Ge Mu, Tong Liu, Kang Zhao, Gen-Fu Chen, Zhi-An Ren"
10.1088/0256-307x/34/7/077404,"Superconducting (Li,Fe)OHFeSe Film of High Quality and High Critical Parameters","Yulong Huang, Zhongpei Feng, Shunli Ni, Jun Li, Wei Hu, Shaobo Liu, Yiyuan Mao, Huaxue Zhou, Fang Zhou, Kui Jin, Huabing Wang, Jie Yuan, Xiaoli Dong, Zhongxian Zhao"
10.1088/0256-307x/35/2/027303,Observation of Tunneling Gap in Epitaxial Ultrathin Films of Pyrite-Type Copper Disulfide,"Chong Liu, Haohao Yang, Can-Li Song, Wei Li, Ke He, Xu-Cun Ma, Lili Wang, Qi-Kun Xue"
10.1088/0256-307x/35/5/057402,"Electronic Phase Separation in Iron Selenide (Li,Fe)OHFeSe Superconductor System","Yiyuan Mao, Jun Li, Yulong Huan, Jie Yuan, Zi-An Li, Ke Chai, Mingwei Ma, Shunli Ni, Jinpeng Tian, Shaobo Liu, Huaxue Zhou, Fang Zhou, Jianqi Li, Guangming Zhang, Kui Jin, Xiaoli Dong, Zhongxian Zhao"
10.1088/0256-307x/35/9/097401,Electric Field Induced Permanent Superconductivity in Layered Metal Nitride Chlorides HfNCl and ZrNCl,"Shuai Zhang, Mo-Ran Gao, Huan-Yan Fu, Xin-Min Wang, Zhi-An Ren, Gen-Fu Chen"
10.1088/0256-307x/36/10/107403,"Neutron Powder Diffraction Study on the Non-Superconducting Phases of ThFeAsN1−x O x (x = 0.15, 0.6) Iron Pnictide*","Hui-Can Mao, Bing-Feng Hu, Yuan-Hua Xia, Xi-Ping Chen, Cao Wang, Zhi-Cheng Wang, Guang-Han Cao, Shi-Liang Li, Hui-Qian Luo"
10.1088/0256-307x/36/10/107404,Superconductivity of the FeSe/SrTiO3 Interface in View of BCS–BEC Crossover*,"Shuyuan Zhang, Guangyao Miao, Jiaqi Guan, Xiaofeng Xu, Bing Liu, Fang Yang, Weihua Wang, Xuetao Zhu, Jiandong Guo"
10.1088/0256-307x/36/1/017402,Disappearance of Superconductivity and a Concomitant Lifshitz Transition in Heavily Overdoped Bi 2 Sr 2 CuO 6 Superconductor Revealed by Angle-Resolved Photoemission Spectroscopy,"Ying Ding, Lin Zhao, Hong-Tao Yan, Qiang Gao, Jing Liu, Cheng Hu, Jian-Wei Huang, Cong Li, Yu Xu, Yong-Qing Cai, Hong-Tao Rong, Ding-Song Wu, Chun-Yao Song, Hua-Xue Zhou, Xiao-Li Dong, Guo-Dong Liu, Qing-Yan Wang, Shen-Jin Zhang, Zhi-Min Wang, Feng-Feng Zhang, Feng Yang, Qin-Jun Peng, Zu-Yan Xu, Chuang-Tian Chen, X J Zhou"
10.1088/0256-307x/36/5/056801,Interplay of Strain and Magnetism in FeSe Monolayers*,"Yun Xie, Junsheng Feng, Hongjun Xiang, Xingao Gong"
10.1088/0256-307x/36/6/067402,Distinct Superconducting Gap on Two Bilayer-Split Fermi Surface Sheets in Bi2Sr2CaCu2O8+δ Superconductor,"Ping Ai, Qiang Gao, Jing Liu, Yuxiao Zhang, Cong Li, Jianwei Huang, Chunyao Song, Hongtao Yan, Lin Zhao, Guo-Dong Liu, Gen-Da Gu, Feng-Feng Zhang, Feng Yang, Qin-Jun Peng, Zu-Yan Xu, Xing-Jiang Zhou"
10.1088/0256-307x/36/9/097401,Superconducting Single-Layer T-Graphene and Novel Synthesis Routes,"Qinyan Gu, Dingyu Xing, Jian Sun"
10.1088/0256-307x/37/1/017402,Observation of Coulomb Gap and Enhanced Superconducting Gap in Nano-Sized Pb Islands Grown on SrTiO3,"Yonghao Yuan, Xintong Wang, Canli Song, Lili Wang, Ke He, Xucun Ma, Hong Yao, Wei Li, Qi-Kun Xue"
10.1088/0256-307X/38/8/086301,Superconductivity in Shear Strained Semiconductors,"Chang Liu, Xianqi Song, Quan Li, Yanming Ma, Changfeng Chen"
10.1088/0256-307x/7/7/011,High-T c superconducting properties of YBa 2 Cu 3- x Sn x O 7- y system,"Wang Yuxia, Ruan Yaozhong, Tan Yudong, Wang Xiaozhong, Zhou Guien, Fan Chenggao, Zhang Yuheng"
10.1088/0268-1242/17/4/310,Ferromagnetic semiconductors,Tomasz Dietl
10.1088/0305-4470/36/35/313,Ferromagnetic Kondo-lattice model,"W Nolting, W M Ller, C Santos"
10.1088/0950-7671/43/10/310,An apparatus for electron beam floating zone refining,"E A Brandes, M J Flynn"
10.1088/0953-2048/10/7a/003,Vortex pinning and creep in high-temperature superconductors with columnar defects,"Leonardo Civale, Alejandro V Silhanek, Gabriela Pasquini"
10.1088/0953-2048/12/7/305,The microwave power handling of an FIB-generated weak link in a YBCO film,"A Cowie, L F Cohen, M W Denhoff"
10.1088/0953-2048/12/7/307,Comparison of the fluctuation influence on the resistive properties of the mixed state of Bi2Sr2CaCu2O8+xand of thin films of conventional superconductor,"A V Nikulov, E Milani, G Balestrino, V A Oboznov"
10.1088/0953-2048/13/4/201,Angle-resolved photoemission in highTccuprates from theoretical viewpoints,"Takami Tohyama, Sadamichi Maekawa"
10.1088/0953-2048/13/9/315,Charge-density-wave ordering in the stripe phase of underdoped cuprates,A Mourachkine
10.1088/0953-2048/14/10/301,Magneto-optical studies of the uniform critical state in bulk MgB2,"A A Polyanskii, A Gurevich, J Jiang, D C Larbalestier, S L Bud'ko, D K Finnemore, G Lapertot, P C Canfield"
10.1088/0953-2048/14/10/312,High-resolution transmission electron microscopic observation of highly dense MgB2superconductors,"Gun Yong Sung, Sang Hyeob Kim, Junho Kim, Dong Chul Yoo, Ju Wook Lee, Jeong Yong Lee, C U Jung, Min-Seok Park, W N Kang, Zhonglian Du, Sung-Ik Lee"
10.1088/0953-2048/14/11/201,Review of the superconducting properties of MgB2,"Cristina Buzea, Tsutomu Yamashita"
10.1088/0953-2048/14/5/101,Microwave surface resistance in MgB2,"A A Zhukov, L F Cohen, K Yates, G K Perkins, Y Bugoslavsky, M Polichetti, A Berenov, J L Macmanus Driscoll, A D Caplin, Ling Hao, J Gallop"
10.1088/0953-2048/14/5/102,High temporal stability of supercurrents in MgB2materials,"J R Thompson, M Paranthaman, D K Christen, K D Sorge, H J Kim, J G Ossandon"
10.1088/0953-2048/14/6/304,"Electronic anisotropy, magnetic field-temperature phase diagram and their dependence on resistivity inc-axis oriented MgB2thin films","S Patnaik, L D Cooley, A Gurevich, A A Polyanskii, J Jiang, X Y Cai, A A Squitieri, M T Naus, M K Lee, J H Choi, L Belenky, S D Bu, J Letteri, X Song, D G Schlom, S E Babcock, C B Eom, E E Hellstrom, D C Larbalestier"
10.1088/0953-2048/14/7/103,"A new method of probing the phonon mechanism in superconductors, including MgB2","Mi-Ae Park, Kerim Savran, Yong-Jihn Kim"
10.1088/0953-2048/14/7/301,Degradation of superconducting properties in MgB2films by exposure to water,"H Y Zhai, H M Christen, L Zhang, M Paranthaman, P H Fleming, D H Lowndes"
10.1088/0953-2048/14/9/326,As-grown magnesium diboride superconducting thin films deposited by pulsed laser deposition,"G Grassano, W Ramadan, V Ferrando, E Bellingeri, D Marré, C Ferdeghini, G Grasso, M Putti, P Manfrinetti, A Palenzona, A Chincarini"
10.1088/0953-2048/14/9/328,Growth-related profiles of remanent flux in bulk melt-textured YBaCuO crystal magnetized by pulsed fields,"A B Surzhenko, S Schauroth, D Litzkendorf, M Zeisberger, T Habisreuther, W Gawalek"
10.1088/0953-2048/15/10/101,"Electrical transport properties of bulk MgB2materials synthesized by electrolysis on fused mixtures of MgCl2, NaCl, KCl and MgB2O4","Kenji Yoshii, Hideki Abe"
10.1088/0953-2048/15/10/305,Effective vortex pinning in MgB2thin films,"Y Bugoslavsky, L Cowey, T J Tate, G K Perkins, J Moore, Z Lockman, A Berenov, J L Macmanus-Driscoll, A D Caplin, L F Cohen, H Y Zhai, H M Christen, M P Paranthaman, D H Lowndes, M H Jo, M G Blamire"
10.1088/0953-2048/15/11/311,A pathway to highTcandJcwith the hetero nano interface of the Tl2Ba2Ca2Cu3O10/Al heterostructure,"S H Pawar, P M Shirage, D D Shivagan"
10.1088/0953-2048/15/11/313,Different behaviour of magnetic impurities in crystalline and amorphous states of superconductors,"Mi-Ae Park, Kerim Savran, Yong-Jihn Kim"
10.1088/0953-2048/15/11/317,Substitution-induced pinning in MgB2superconductor doped with SiC nano-particles,"S X Dou, A V Pan, S Zhou, M Ionescu, H K Liu, P R Munroe"
10.1088/0953-2048/15/1/308,"Magnetic characterization of sintered MgB2samples: effect of substitution or ‘doping’ with Li, Al and Si","M R Cimberle, M Novak, P Manfrinetti, A Palenzona"
10.1088/0953-2048/15/2/313,Comparison of the history effects in magnetization in weakly pinned crystals of highTcand lowTcsuperconductors,"D Pal, S Sarkar, A Tulapurkar, S Ramakrishnan, A K Grover, G Ravikumar, D Dasgupta, Bimal K Sarma, C V Tomy, G Balakrishnan, D Mck Paul"
10.1088/0953-2048/15/2/314,Vortex phase diagram of a weakly pinned YBa2Cu3O7−δcrystal forH||c,"D Pal, S Ramakrishnan, A K Grover, D Dasgupta, Bimal K Sarma"
10.1088/0953-2048/15/4/308,Structure of the superconducting gap in MgB2from point-contact spectroscopy,"Y Bugoslavsky, Y Miyoshi, G K Perkins, A V Berenov, Z Lockman, J L Macmanus-Driscoll, L F Cohen, A D Caplin, H Y Zhai, M P Paranthaman, H M Christen, M Blamire"
10.1088/0953-2048/15/7/309,Study of Ag and Cu/MgB2 powder-in-tube composite wires fabricated by in situ reaction at low temperatures,"E Mart$iacute$nez, L A Angurel, R Navarro"
10.1088/0953-2048/15/7/312,Fabrication and transport critical currents of multifilamentary MgB2/Fe wires and tapes,"H L Suo, C Beneduce, X D Su, R Fl$uuml$kiger"
10.1088/0953-2048/15/8/312,High-quality MgB2 thin films in situ grown by dc magnetron sputtering,"R Vaglio, M G Maglione, R Di Capua"
10.1088/0953-2048/15/9/307,"Measurements of Raman scattering, x-ray photo-emission and superconductivity on Ag-diffused MgCNi3","Fa-Min M Liu, J Q Li, C Dong, T M Wang, Y Q Zhou, H Chen"
10.1088/0953-2048/16/10/310,Doping effect of nano-diamond on superconductivity and flux pinning in MgB2,"C H Cheng, H Zhang, Y Zhao, Y Feng, X F Rui, P Munroe, H M Zeng, N Koshizuka, M Murakami"
10.1088/0953-2048/16/12/037,In situannealing of superconducting MgB2films prepared by pulsed laser deposition,"Yue Zhao, Mihail Ionescu, Alexey V Pan, Shi Xue Dou, E W Collings"
10.1088/0953-2048/16/2/310,Vortex dynamics and pinning properties analysis of MgB2bulk samples by ac susceptibility measurements,"Carmine Senatore, M Polichetti, D Zola, T Di Matteo, G Giunchi, S Pace"
10.1088/0953-2048/16/2/314,Microwave surface impedance of MgB2thin film,"B B Jin, N Klein, W N Kang, Hyeong-Jin Kim, Eun-Mi Choi, Sung-I K Lee, T Dahm, K Maki"
10.1088/0953-2048/16/2/316,Crystal growth and characterization of MgB2: the relation between structural and superconducting properties,"Sergey Lee, T Masui, H Mori, Yu Eltsev, A Yamamoto, S Tajima"
10.1088/0953-2048/16/2/317,MgB2single crystals: high pressure growth and physical properties,"J Karpinski, M Angst, J Jun, S M Kazakov, R Puzniak, A Wisniewski, J Roos, H Keller, A Perucchi, L Degiorgi, M R Eskildsen, P Bordet, L Vinnikov, A Mironov"
10.1088/0953-2048/16/2/318,High-pressure synthesis of pure and doped superconducting MgB2compounds,"P Toulemonde, N Musolino, R Fl kiger"
10.1088/0953-2048/16/3/101,Under-doped La2 xSrxCuO4withx 0.063 0.125: TSFZ growth of high-quality crystals and anomalous doping dependences of superconducting properties,"F Zhou, W X Ti, J W Xiong, Z X Zhao, X L Dong, P H Hor, Z H Zhang, W K Chu"
10.1088/0953-2048/16/6/302,A new heat treatment to prepare high-quality polycrystalline and single crystal MgB2in a single process,"Mohamed H Badr, K-W Ng"
10.1088/0953-2048/16/7/310,Defect structures in MgB2wires introduced by hot isostatic pressing,"Xiaozhou Z Liao, A Serquis, Y T Zhu, L Civale, D L Hammon, D E Peterson, F M Mueller, V F Nesterenko, Y Gu"
10.1088/0953-2048/16/8/315,Far-infrared thermal spectroscopy of low-Tcand high-Tcsuperconductor films,"R Tesar, J Kol Cek, E Kawate,  Benacka,  Gazi, Z ima"
10.1088/0953-2048/17/10/001,Enhancement of critical current density in low level Al-doped MgB2,"A Berenov, A Serquis, X Z Liao, Y T Zhu, D E Peterson, Y Bugoslavsky, K A Yates, M G Blamire, L F Cohen, J L Macmanus-Driscoll"
10.1088/0953-2048/17/10/015,Synthesis of superconducting pyrochlore RbOs2O6,"S M Kazakov, N D Zhigadlo, M Brühwiler, B Batlogg, J Karpinski"
10.1088/0953-2048/17/1/034,Synthesis of single-phase HgBa2Ca2Cu3O8+ high-Tcsuperconducting films using the multistep electrolytic process,"D D Shivagan, P M Shirage, L A Ekal, S H Pawar"
10.1088/0953-2048/17/1/039,Effects of proton irradiation and ageing on the superconducting properties of single crystalline and polycrystalline MgB2,"G K Perkins, Y Bugoslavsky, A D Caplin, J Moore, T J Tate, R Gwilliam, J Jun, S M Kazakov, J Karpinski, L F Cohen"
10.1088/0953-2048/17/10/l01,Large field generation with a hot isostatically pressed powder-in-tube MgB2coil at 25 K,"A Serquis, L Civale, J Y Coulter, D L Hammon, X Z Liao, Y T Zhu, D E Peterson, F M Mueller, V F Nesterenko, S S Indrakanti"
10.1088/0953-2048/17/11/006,From the second magnetization peak to peak effect. A study of superconducting properties in Nb films and MgB2bulk samples,"Dimosthenis Stamopoulos, Athanasios Speliotis, Dimitris Niarchos"
10.1088/0953-2048/17/12/014,Epitaxial MgB2 thin films on ZrB2 buffer layers: structural characterization by synchrotron radiation,"V Ferrando, C Tarantini, E Bellingeri, P Manfrinetti, I Pallecchi, D Marré, O Plantevin, M Putti, R Felici, C Ferdeghini"
10.1088/0953-2048/17/2/001,MgB2energy gap determination by scanning tunnelling spectroscopy,"T W Heitmann, S D Bu, D M Kim, J H Choi, J Giencke, C B Eom, K A Regan, N Rogado, M A Hayward, T He, J S Slusky, P Khalifah, M Haas, R J Cava, D C Larbalestier, M S Rzchowski"
10.1088/0953-2048/17/2/008,Very high upper critical fields in MgB2produced by selective tuning of impurity scattering,"A Gurevich, S Patnaik, V Braccini, K H Kim, C Mielke, X Song, L D Cooley, S D Bu, D M Kim, J H Choi, L J Belenky, J Giencke, M K Lee, W Tian, X Q Pan, A Siri, E E Hellstrom, C B Eom, D C Larbalestier"
10.1088/0953-2048/17/4/007,The mechanical relaxation study of polycrystalline MgC1 xNi3,"Y X Yao, X N Ying, Y N Huang, Y N Wang, Z A Ren, G C Che, H H Wen, Z X Zhao, J W Ding"
10.1088/0953-2048/17/4/016,Thermal instability and current–voltage scaling in superconducting fault current limiters,"B Zeimetz, K Tadinada, D E Eves, T A Coombs, J E Evetts, A M Campbell"
10.1088/0953-2048/17/5/001,Point-contact spectroscopy in MgB2: from fundamental physics to thin-film characterization,"R S Gonnelli, D Daghero, A Calzolari, G A Ummarino, V Dellarocca, V A Stepanov, S M Kazakov, J Karpinski, C Portesi, E Monticone, V Ferrando, C Ferdeghini"
10.1088/0953-2048/17/7/020,Formation of MgB2at low temperatures by reaction of Mg with B6Si,"L D Cooley, Kyongha Kang, R F Klie, Qiang Li, A M Moodenbaugh, R L Sabatini"
10.1088/0953-2048/17/8/021,High quality a-axis outgrowth on c-axis Y1 xCaxBa2Cu3O7,"G Leibovitch, R Beck, G Deutscher"
10.1088/0953-2048/17/8/025,Pseudogap in the microwave response of YBa2Cu3O7 x,"M R Trunin, Yu A Nefyodov, A F Shevchun"
10.1088/0953-2048/17/9/009,Doping dependence of the critical current and irreversibility field in Y1 xCaxBa2Cu3O7,"Anita Semwal, N M Strickland, A Bubendorfer, S H Naqib, Swee Kuan Goh, G V M Williams"
10.1088/0953-2048/18/11/001,Effects of different reactions on composition homogeneity and superconducting properties of Al-doped MgB2,"A J Zambano, A R Moodenbaugh, L D Cooley"
10.1088/0953-2048/18/11/017,Theory of terahertz electric oscillations by supercooled superconductors,"Todor M Mishonov, Mihail T Mishonov"
10.1088/0953-2048/18/1/r01,Assembling the puzzle of superconducting elements: a review,"Cristina Buzea, Kevin Robbie"
10.1088/0953-2048/18/3/025,Temperature dependence of the EPR linewidth of Yb3+ ions in Y0.99Yb0.01Ba2Cu3OX (6 ≤ X ≤ 7) compounds: evidence for an anomaly near the superconducting transition,"M R Gafurov, L K Aminov, I N Kurkin, V V Izotov"
10.1088/0953-2048/18/4/004,Off-axis MgB2films using anin situannealing pulsed laser deposition method,"Yue Zhao, Mihail Ionescu, Josip Horvat, Shi Xue Dou"
10.1088/0953-2048/18/4/021,Silver paint as a soldering agent for DyBaCuO single-domain welding,"J-P Mathieu, J-F Fagnard, Ph Laurent, B Mattivi, C Henrist, Ph Vanderbemden, M Ausloos, R Cloots"
10.1088/0953-2048/18/5/022,The effect of nanoscale Fe doping on the superconducting properties of MgB2,"S X Dou, S Soltanian, Y Zhao, E Getin, Z Chen, O Shcherbakova, J Horvat"
10.1088/0953-2048/18/7/l01,High quality superconducting niobium films produced by an ultra-high vacuum cathodic arc,"R Russo, L Catani, A Cianchi, S Tazzari, J Langner"
10.1088/0953-2048/18/8/012,Distribution of the superconducting gap in a YNi2B2C film studied by point contact spectroscopy,"D L Bashlakov, Yu G Naidyuk, I K Yanson, S C Wimbush, B Holzapfel, G Fuchs, S-L Drechsler"
10.1088/0953-2048/18/9/007,Inhomogeneity of the intrinsic magnetic field in superconducting YBa2Cu3OXcompounds as revealed by a rare-earth EPR probe,"M R Gafurov, I N Kurkin, S P Kurzin"
10.1088/0953-2048/18/9/011,Effect of La doping on microstructure and critical current density of MgB2,"Chandra Shekhar, Rajiv Giri, R S Tiwari, D S Rana, S K Malik, O N Srivastava"
10.1088/0953-2048/19/10/007,Improved critical current densities in B4C doped MgB2based wires,"P Lezza, C Senatore, R Flükiger"
10.1088/0953-2048/19/10/015,Properties of MgB2thick film on silicon carbide substrate,"Fen Li, Tao Guo, Kaicheng Zhang, Li-Ping Chen, Chinping Chen, Qing-Rong Feng"
10.1088/0953-2048/19/2/004,Effect of aromatic hydrocarbon addition onin situpowder-in-tube processed MgB2tapes,"H Yamada, M Hirakawa, H Kumakura, H Kitaguchi"
10.1088/0953-2048/19/4/012,Explanation of the phase diagram of high-temperature superconductors in terms of the model of negative-Ucentres superconductivity,"K D Tsendin, B P Popov, D V Denisov"
10.1088/0953-2048/19/6/023,Fluxoid jump coupled high critical current density of nano-Co3O4doped MgB2,"V P S Awana, M Isobe, K P Singh, E Takayama-Muromachi, H Kishan"
10.1088/0953-2048/19/6/024,Effects of neutron irradiation on carbon doped MgB2wire segments,"R H T Wilke, S L Bud’ko, P C Canfield, D K Finnemore, Raymond J Suplinskas, J Farmer, S T Hannahs"
10.1088/0953-2048/19/6/027,Nanogranular MgB2thin films on SiC buffered Si substrates prepared by anin situmethod,"Š Chromik, J Huran, V Štrbík, M Španková, I Vávra, W Bohne, J Röhrich, E Strub, P Kováč, S Stanček"
